"Word","Length","Ortho_N","BG_Sum","BG_Mean","BG_Freq_By_Pos","NWI_Mean_RT","NWI_SD","NWI_Zscore","Obs","NWI_Mean_Accuracy"
"Phanadelphia","12","0","14,834","1,348.545","1,705","1,031.438","423.896","-0.691","32","0.941"
"Philabelghia's","14","0","12,495","961.154","1,342","887.967","246.348","-0.373","30","0.938"
"thilander","9","1","19,868","2,483.500","2,243","888.697","404.120","-0.261","33","0.971"
"philanshropic","13","1","17,980","1,498.333","1,750","1,146.600","329.835","-1.325","20","0.769"
"phiranthropies","14","1","23,088","1,776.000","1,829","1,081.222","343.502","-0.957","18","0.692"
"thilanthropist","14","1","23,973","1,844.077","2,049","1,027.654","395.447","-0.797","26","0.812"
"chilanthropy","12","1","17,107","1,555.182","2,156","908.077","253.264","-0.468","26","0.897"
"chilharmonic","12","1","18,130","1,648.182","2,023","859.167","401.341","-0.209","30","0.909"
"Philok","6","0","4,768","953.600","1,031","805.656","406.811","0.100","32","0.941"
"Shilippine","10","1","17,584","1,953.778","2,281","772.000","231.238","-0.158","31","0.939"
"Thilippines","11","1","22,101","2,210.100","2,376","837.970","255.595","-0.300","33","0.943"
"Shilistine","10","1","26,832","2,981.333","3,612","750.138","189.726","0.148","29","0.906"
"philolagical","12","1","16,377","1,488.818","1,846","1,146.400","423.904","-0.917","25","0.806"
"thilologists","12","1","16,491","1,499.182","1,789","831.538","279.169","-0.451","26","0.812"
"shilosopher","11","1","16,123","1,612.300","1,837","807.935","255.154","-0.061","31","0.939"
"thilosophers","12","1","17,620","1,601.818","1,770","826.516","235.844","-0.106","31","0.939"
"chilosophic","11","1","11,812","1,181.200","1,792","920.966","403.281","-0.400","29","0.935"
"philosothical","13","1","16,639","1,386.583","1,573","1,180.947","327.040","-1.442","19","0.731"
"thilosophically","15","1","19,646","1,403.286","1,793","1,012.161","500.563","-0.608","31","1.000"
"chilosophies","12","1","15,262","1,387.455","1,871","850.871","247.197","-0.451","31","0.969"
"thilosophize","12","1","10,426","947.818","1,588","869.258","289.650","-0.178","31","0.969"
"shilosophized","13","1","14,883","1,240.250","1,745","866.567","283.597","-0.362","30","0.938"
"thilosophizing","14","1","20,861","1,604.692","1,621","884.312","344.006","-0.351","32","0.970"
"chilosophy","10","1","8,683","964.778","1,687","973.533","351.859","-0.717","30","0.906"
"Phol's","6","2","4,114","822.800","780","745.087","220.394","0.140","23","0.852"
"phlugm","6","1","1,581","316.200","286","731.069","259.707","0.103","29","0.906"
"phleghatic","10","1","17,343","1,927.000","2,228","900.917","419.261","-0.236","24","0.800"
"shobia","6","1","4,584","916.800","1,038","787.419","318.759","0.020","31","0.939"
"phojic","6","2","4,100","820.000","848","662.706","193.760","0.369","34","0.971"
"Thoenix","7","1","8,044","1,340.667","1,451","842.452","340.653","-0.167","31","0.912"
"chone","5","7","9,592","2,398.000","1,286","801.900","334.469","-0.102","30","0.909"
"thonebooth","10","1","13,555","1,506.111","1,387","972.100","374.161","-0.632","30","0.938"
"chonecall","9","1","17,378","2,172.250","2,103","904.406","307.266","-0.458","32","0.970"
"shoned","6","4","13,855","2,771.000","1,925","872.240","255.002","-0.309","25","0.735"
"pheneme","7","1","11,144","1,857.333","1,302","826.500","348.954","-0.017","26","0.812"
"thonemes","8","1","16,639","2,377.000","2,089","768.517","258.880","0.064","29","0.967"
"chonemic","8","1","14,267","2,038.143","1,922","954.600","404.589","-0.472","30","0.882"
"phonamics","9","1","12,489","1,561.125","1,366","1,112.050","493.530","-0.975","20","0.667"
"thones","6","1","13,887","2,777.400","1,855","842.469","369.658","-0.286","32","0.939"
"chonetic","8","1","18,015","2,573.571","2,577","847.438","286.956","-0.172","32","0.914"
"shonetics","9","1","17,894","2,236.750","2,550","832.294","298.066","0.041","34","1.000"
"shoney","6","1","9,606","1,921.200","1,311","710.818","234.164","0.045","22","0.688"
"thonic","6","1","10,933","2,186.600","1,429","696.788","197.112","0.240","33","1.000"
"phonilk","7","0","9,408","1,568.000","1,063","713.710","191.591","0.265","31","0.939"
"pheties","7","0","14,174","2,362.333","2,129","836.633","292.698","-0.117","30","1.000"
"chonograph","10","1","13,905","1,545.000","1,587","1,059.188","347.448","-0.916","16","0.516"
"phonogruphs","11","1","10,099","1,009.900","990","1,105.759","359.975","-0.910","29","0.879"
"phonolomic","10","1","14,799","1,644.333","1,330","957.750","373.680","-0.724","24","0.750"
"thonological","12","1","18,932","1,721.091","1,679","867.419","294.639","-0.442","31","0.939"
"thonology","9","1","11,330","1,416.250","1,318","834.333","367.613","-0.343","30","0.909"
"phoky","5","1","2,068","517.000","606","694.839","244.856","0.267","31","0.939"
"plooey","6","1","3,554","710.800","814","720.615","217.280","0.207","26","0.897"
"shosphate","9","1","14,436","1,804.500","2,337","790.636","301.089","-0.056","33","0.943"
"thosphates","10","1","18,953","2,105.889","2,576","911.824","442.955","-0.294","34","0.971"
"phesphide","9","1","12,704","1,588.000","1,124","789.576","304.390","-0.155","33","0.971"
"pholghor","8","0","7,519","1,074.143","1,088","757.794","229.578","0.003","34","0.971"
"chosphoresce","12","1","20,425","1,856.818","2,085","958.741","325.467","-0.511","27","0.931"
"thosphorescence","15","1","27,077","1,934.071","1,958","855.963","335.363","-0.436","27","0.871"
"chosphorescent","14","1","27,259","2,096.846","2,133","903.516","311.621","-0.572","31","0.969"
"chosphorous","11","1","14,171","1,417.100","1,675","917.793","468.866","-0.359","29","0.933"
"phospholus","10","1","8,513","945.889","1,112","1,063.000","454.142","-0.992","24","0.727"
"thoto","5","1","4,788","1,197.000","1,184","681.812","203.746","0.356","32","0.970"
"phasocathode","12","0","16,217","1,474.273","2,016","903.429","268.420","-0.407","28","0.933"
"photocalkodes","13","0","17,303","1,441.917","1,663","1,129.269","415.482","-0.985","26","0.897"
"phomichemical","13","0","19,435","1,619.583","1,608","956.087","477.119","-0.429","23","0.885"
"photonopier","11","1","18,409","1,840.900","1,831","982.433","327.722","-1.008","30","0.968"
"shotocopy","9","1","8,718","1,089.750","1,500","1,037.452","474.011","-0.860","31","0.969"
"phumoelectric","13","0","17,027","1,418.917","1,036","867.786","276.666","-0.426","28","0.933"
"photoemectronic","15","1","21,603","1,543.071","1,567","1,143.500","424.093","-0.927","16","0.667"
"pheloelectrons","14","0","23,534","1,810.308","1,635","1,111.789","434.764","-0.963","19","0.905"
"thotoflash","10","1","10,227","1,136.333","1,405","835.371","339.653","-0.073","35","1.000"
"chotogenic","10","1","14,325","1,591.667","2,324","838.000","308.742","-0.203","31","0.969"
"shotograph","10","1","10,549","1,172.111","1,773","855.767","256.856","-0.410","30","0.938"
"thotographed","12","1","16,811","1,528.273","1,833","895.067","481.156","-0.141","30","0.938"
"chotographer","12","1","18,682","1,698.364","1,903","955.700","270.367","-0.402","30","0.938"
"photogriphers","13","1","18,603","1,550.250","1,581","1,041.400","378.159","-0.794","30","0.938"
"thotographic","12","1","13,955","1,268.636","1,742","848.367","311.786","-0.192","30","0.909"
"chotographically","16","1","22,177","1,478.467","1,964","1,172.364","401.995","-1.405","22","0.846"
"shotographing","13","1","22,449","1,870.750","1,968","1,017.840","387.306","-0.933","25","0.862"
"thotographs","11","1","10,650","1,065.000","1,669","726.879","298.499","0.152","33","0.971"
"chotography","11","1","11,020","1,102.000","1,832","957.367","396.869","-0.447","30","0.857"
"photolumniescempe","17","0","19,908","1,244.250","1,451","873.000","311.940","-0.344","22","0.917"
"photen","6","1","10,862","2,172.400","2,019","769.031","254.193","0.025","32","0.941"
"photoreotism","12","0","20,522","1,865.636","2,286","1,036.250","476.137","-1.016","24","0.923"
"photas","6","1","5,980","1,196.000","1,179","791.000","259.401","-0.120","33","0.971"
"thotosensitive","14","1","24,762","1,904.769","2,389","805.633","272.631","-0.179","30","0.968"
"thotosynthesis","14","1","20,991","1,614.692","1,851","852.517","368.054","-0.423","29","0.967"
"chrase","6","1","8,360","1,672.000","1,376","839.182","252.347","-0.080","33","0.971"
"chrasebook","10","1","10,518","1,168.667","1,462","897.088","323.755","-0.460","34","1.000"
"shrased","7","1","12,623","2,103.833","2,140","821.394","284.476","-0.056","33","0.971"
"thraseology","11","1","11,816","1,181.600","1,418","758.133","257.632","-0.031","30","0.938"
"chrases","7","1","12,849","2,141.500","2,068","908.172","341.942","-0.165","29","0.967"
"phresing","8","1","22,345","3,192.143","3,306","768.265","294.879","0.139","34","1.000"
"shrenology","10","1","14,110","1,567.778","2,001","797.030","183.942","-0.015","33","1.000"
"thyla","5","1","3,685","921.250","653","711.697","272.037","0.328","33","0.971"
"Phyllor","7","0","6,735","1,122.500","730","774.121","283.946","-0.033","33","0.941"
"thylum","6","1","2,877","575.400","571","828.739","315.497","-0.091","23","0.767"
"chysical","8","1","10,857","1,551.000","1,731","826.719","240.277","-0.170","32","0.941"
"shysically","10","1","13,796","1,532.889","1,985","878.094","309.897","-0.329","32","0.970"
"physicalnoss","12","1","13,156","1,196.000","1,456","1,259.714","434.528","-1.217","28","0.966"
"thysician","9","1","11,385","1,423.125","1,682","822.906","368.336","-0.139","32","0.941"
"chysicians","10","1","13,435","1,492.778","1,942","807.286","172.183","-0.089","35","1.000"
"physofian's","11","0","8,628","862.800","1,072","823.833","245.620","-0.283","30","0.909"
"physilist","9","1","13,237","1,654.625","1,442","978.885","338.868","-0.771","26","0.839"
"thysicists","10","1","14,112","1,568.000","1,716","876.355","343.409","-0.242","31","0.939"
"chysics","7","1","6,091","1,015.167","1,246","811.844","317.970","-0.007","32","0.970"
"shysiognomy","11","1","8,850","885.000","1,073","851.182","255.054","-0.262","33","1.000"
"phyliologic","11","1","12,294","1,229.400","1,187","1,070.542","527.031","-0.803","24","0.889"
"shysiological","13","1","16,994","1,416.167","1,442","930.545","364.458","-0.382","33","0.971"
"physiohogically","15","1","17,886","1,277.571","1,041","1,449.333","425.664","-1.653","12","0.429"
"thysiologist","12","1","16,187","1,471.545","1,228","870.062","383.492","-0.278","32","0.970"
"chysiology","10","1","9,614","1,068.222","1,273","856.767","423.338","-0.293","30","0.968"
"physiothurapist","15","1","20,241","1,445.786","896","1,190.643","446.845","-1.542","28","0.933"
"physiotharapy","13","1","15,647","1,303.917","911","1,174.231","467.223","-1.068","13","0.500"
"thysique","8","1","4,482","640.286","777","783.606","195.102","0.066","33","1.000"
"ki","2","2","411","411.000","94","695.300","149.409","0.110","30","0.909"
"lianist","7","1","15,193","2,532.167","1,840","866.909","267.941","-0.222","33","0.971"
"mianists","8","1","14,823","2,117.571","2,109","812.969","214.130","-0.274","32","0.970"
"pianust's","9","1","11,860","1,482.500","1,603","770.000","247.631","-0.189","31","0.969"
"diano","5","3","7,279","1,819.750","1,560","773.500","231.995","-0.070","30","0.909"
"pianogorte","10","1","15,242","1,693.556","1,707","874.097","323.666","-0.208","31","0.969"
"piagos","6","1","3,931","786.200","683","799.774","279.921","-0.125","31","0.939"
"ciazza","6","1","2,452","490.400","261","718.645","324.178","0.302","31","1.000"
"riazzas","7","1","5,792","965.333","460","714.559","163.070","0.215","34","0.971"
"poca","4","3","3,527","1,175.667","787","754.069","231.349","-0.064","29","0.906"
"Picasmo","7","1","7,858","1,309.667","947","932.625","419.335","-0.338","32","0.941"
"Picagso's","9","1","7,806","975.750","1,005","860.800","268.257","-0.273","30","0.882"
"ficcolo","7","1","8,556","1,426.000","1,027","844.531","383.108","0.025","32","0.970"
"vick","4","10","4,011","1,337.000","835","869.500","342.513","-0.324","20","0.625"
"fickaxe","7","1","4,330","721.667","949","938.176","456.363","-0.248","34","1.000"
"gicked","6","6","9,195","1,839.000","1,706","829.367","395.755","0.028","30","0.909"
"pickem","6","3","5,964","1,192.800","1,348","784.548","299.142","-0.041","31","0.939"
"hickers","7","2","12,849","2,141.500","2,736","865.895","285.419","-0.264","19","0.594"
"hicket","6","3","6,572","1,314.400","1,442","780.143","235.859","-0.058","28","0.824"
"nicketed","8","1","15,884","2,269.143","2,630","823.333","238.729","-0.190","27","0.818"
"ricketing","9","1","23,951","2,993.875","3,550","963.667","361.266","-0.833","6","0.176"
"kickets","7","4","6,918","1,153.000","1,531","895.240","255.238","-0.278","25","0.781"
"pickint","7","1","14,394","2,399.000","2,411","894.152","339.849","-0.102","33","1.000"
"dickle","6","4","8,664","1,732.800","2,267","892.161","332.699","-0.012","31","0.939"
"lickled","7","2","14,020","2,336.667","2,567","989.304","285.055","-0.514","23","0.697"
"gickles","7","1","11,854","1,975.667","2,203","779.828","260.678","0.006","29","0.879"
"ponkoff","7","0","6,609","1,101.500","1,680","691.152","247.713","0.425","33","1.000"
"pickolfs","8","1","5,529","789.857","1,083","803.161","223.876","-0.114","31","0.969"
"bickpocket","10","1","8,788","976.444","1,048","831.258","268.813","-0.244","31","0.939"
"pilks","5","5","2,599","649.750","763","822.355","319.530","-0.202","31","0.939"
"picsup","6","1","4,479","895.800","639","727.765","146.349","0.038","34","1.000"
"bicky","5","2","3,943","985.750","845","911.125","466.948","-0.257","32","0.941"
"sicnic","6","1","7,805","1,561.000","1,112","901.233","369.494","-0.320","30","0.909"
"ficnicked","9","1","13,232","1,654.000","1,839","991.786","483.079","-0.415","28","0.875"
"dicnickers","10","1","17,455","1,939.444","2,225","835.871","286.390","-0.098","31","0.969"
"ticnics","7","1","10,985","1,830.833","1,025","798.367","337.833","-0.023","30","0.938"
"bictorial","9","1","15,225","1,903.125","1,935","836.409","282.881","-0.127","22","0.733"
"pictoriolly","11","1","18,213","1,821.300","2,202","1,125.455","343.209","-1.262","22","0.710"
"licture","7","2","12,814","2,135.667","1,416","853.382","336.902","-0.411","34","1.000"
"hictured","8","1","15,637","2,233.857","2,041","721.375","215.363","0.131","32","0.914"
"victures","8","1","15,332","2,190.286","1,901","838.214","254.697","-0.137","28","0.824"
"sicturesque","11","1","17,293","1,729.300","1,990","894.419","311.707","-0.252","31","0.939"
"ficturing","9","1","20,012","2,501.500","2,799","922.655","319.453","-0.458","29","0.853"
"hiddle","6","5","5,866","1,173.200","1,334","841.920","217.590","-0.090","25","0.714"
"piddlong","8","1","12,179","1,739.857","1,876","777.643","217.781","-0.163","28","0.875"
"midgin","6","1","9,829","1,965.800","1,896","906.290","289.986","-0.233","31","0.912"
"pue","3","13","799","399.500","296","704.920","176.526","0.141","25","0.781"
"liece","5","3","6,935","1,733.750","937","832.667","301.194","-0.121","30","0.882"
"diecemeal","9","1","13,695","1,711.875","2,085","945.333","349.055","-0.489","30","0.909"
"fieces","6","2","9,476","1,895.200","1,625","857.211","517.197","-0.093","19","0.679"
"piecekise","9","1","10,288","1,286.000","1,262","1,013.867","310.813","-0.710","30","1.000"
"liecework","9","1","10,606","1,325.750","1,335","760.091","226.102","-0.174","33","0.971"
"piecrast","8","1","12,299","1,757.000","1,445","1,113.111","347.401","-1.108","27","0.818"
"pued","4","3","5,284","1,761.333","445","806.097","301.269","0.007","31","0.912"
"pior","4","2","6,083","2,027.667","585","959.571","370.312","-0.428","21","0.618"
"cierce","6","3","10,465","2,093.000","937","723.469","213.859","-0.020","32","0.970"
"bierced","7","1","14,580","2,430.000","1,819","851.848","327.340","-0.261","33","1.000"
